,artist,biography,listeners,playcount
129,Zoe Wees,"Zoe Wees is a German singer-songwriter. Born in Hamburg in 2002, Wees wrote music since she was a child and a finalist on “The Voice: Kids”. She released her debut single “Control” in 2019, which reached the Top 40 in France and Germany and the Top 10 in Belgium, while follow-up single “Girls Like Us”reached the Top 10 in Germany, Austria and Switzerland. Wees released her debut EP, Golden Wings, in May 2021. Read more on Last.fm",254338,2626018
130,Pip Millett,"When Pip Millett was a child her family dubbed her and her sister “the silent twins” due to their quiet nature. However, as with many playful nicknames, it wasn’t entirely accurate. “I was always quietly confident,” she explains now, some ten years down the line. “I’ve just always been calm about it.”

Calmness is the key to Pip’s music; a blissful fusion of R&B and soul that’s always full of feeling. Her love affair with music began during those quiet school days when she received guitar lessons as a present from her mum. Read more on Last.fm",183414,2031994
131,Limp Bizkit,"Limp Bizkit is an American nu metal band from Jacksonville, Florida. Their lineup consists of Fred Durst (lead vocals), Sam Rivers (bass, backing vocals), John Otto (drums, percussion), DJ Lethal (turntables), and Wes Borland (guitars, vocals). Their music is marked by Durst's angry vocal delivery and Borland's sonic experimentation. Borland's elaborate visual appearance, which includes face and body paint, masks and uniforms, also plays a large role in the band's live shows. Read more on Last.fm",3829134,154517865
132,Papa Roach,"Papa Roach is an American rock band from Vacaville, California, formed in 1993. The original lineup consisted of lead vocalist Jacoby Shaddix, guitarist Jerry Horton, drummer Dave Buckner, bassist Will James, and trombonist Ben Luther.

After two EPs, James left and was replaced by Tobin Esperance. The band independently released two more EPs before signing with DreamWorks Records in 1999, subsequently releasing the triple-platinum Infest in 2000, the gold album Lovehatetragedy in 2002 and the platinum album Getting Away with Murder in 2004. Read more on Last.fm",3538044,122084948
133,Q,"Q  (@qmarsden), is a South Florida native singer/songwriter and multi-instrumentalist. With his debut project “Forest Green” out now, cuts like ‘I Might Slip Away’ capture a sharper edge to the 20-year-olds potent musicality and vivid lyricism.
  
 
other musicians going by the name 'Q' include:
(01) Q - A British Alternative Rock band from LONDON, UK Q, ( J Anthony Packett / Esme Packett ) - www.Qtheband.com
(02) Q - A four piece rock band from Springfield, USA Read more on Last.fm",527614,7239121
134,Zubi,Read more on Last.fm,55093,537898
135,JP Saxe,"Jonathan Percy Starker Saxe (born March 23, 1993), known professionally as JP Saxe, is a Grammy nominated Canadian musician and singer-songwriter. He is best known for his collaboration with American singer Julia Michaels titled ""If the World Was Ending"" which was released on October 17, 2019. The song was nominated for a 2021 Grammy. His grandfather, noted cellist János Starker, was a multiple nominee and Grammy winner.
Between April 2017 and March 2018, JP Saxe released the singles, ""Changed"", ""Anybody Else"" and ""The Few Things"". Read more on Last.fm",655150,9106463
136,Chihiro Yamanaka,"山中千尋 (Chihiro YAMANAKA) is a female jazz pianist. She was born in Kiryu, Gumma Prefecture, Japan.  Since her debut, she has released 5 albums. After graduating from Toho Gakuen School of Music, she graduated also from Berklee College of Music. She is presently in New York City, in Base Participate in Europe and USA.
  Read more on Last.fm",66665,489083
137,Thomas Rhett,"Thomas Rhett Akins, Jr. (born in Valdosta, Georgia) is an American country music singer known professionally as Thomas Rhett. He is the son of singer-songwriter Rhett Akins.[1]
Here is some background information on Thomas Rhett from the Something To Do With My Hands Songfacts. Thomas Rhett grew up in the music industry by means of his singer-songwriter father Rhett Akins. Whilst studying business and communications at Lipscomb University in Nashville, Rhett formed a cover band and began playing frat parties and other gigs they could get. Read more on Last.fm",568169,13856193
138,The Happy Fits,"The Happy Fits is an American trio comprising Calvin Langman, Luke Davis, Raina Mullen, Nico Rose, and previously Ross Monteith. 

National fencer Monteith and orchestra nerd Langman didn't exactly get along in high school.  However, a chance conversation about the success of Youtube cover bands brought the two together.  Their mix of rocking guitars and electric cello created a unique dynamic, blending their love of rock artists like The Black Keys and folk bands like The Violent Femmes. Read more on Last.fm",382304,11499846
139,Cody Currie,"Cody Currie is a producer from London, UK, who has made a lasting impression with diverse and dynamic output under his own name broadly within the house genre - he has tended to gravitate towards the 'deep' and disco-influenced side of the sound, utilising novel sampling methods and nostalgic synths and drums. 

He has also used several other aliases to produce (not only house) music under in the past, notably Buffa.

He has self-released works that can be found on his bandcamp site as well as releases through various labels - Pusic Read more on Last.fm",58375,336258
140,Wesley Joseph,"When polymath artist Wesley Joseph moved to London to study as a filmmaker, he discovered something in city life that demanded to be captured in song, and found a crew of collaborators—including A.K. Paul, Dave Okumu, Joy Orbison, Leon Vynehall, Lexxx, Loyle Carner and his childhood friend Jorja Smith—to help him do it. The result was his 2021 debut ULTRAMARINE (released on his own imprint EEVILTWINN), a deeply textured collection of avant-R&B Read more on Last.fm",242227,2645049
141,Memo Boy,"Memo Boy is the high school-era pseudonym of Brooklyn musician Otto Benson (OTTO). The project consists of casually released demos and collaborations with internet friends facilitated over Facebook Messenger. Memo Boy’s retirement coincided with Otto's graduation from high school and the 2017 mass-layoffs at SoundCloud, Memo Boy’s fictional place of work.

Otto continues to release music as Otto Benson and OTTO. Read more on Last.fm",670973,11141476
142,Frances Forever,"Frances Garrett, known professionally as Frances Forever, is an American singer-songwriter. Born on June 17, 1999, Frances grew up outside of Baltimore and received homeschooling during their childhood. Their musical journey began at the age of six when they started playing the piano, eventually evolving into songwriting during their teenage years. Frances Forever was inspired to pursue music professionally after attending a summer intensive program at Berklee College of Music. Read more on Last.fm",437474,3628026
143,Loathe,"Loathe is an English alternative metal band from Liverpool, England. Formed in 2014, the group consists of lead vocalist Kadeem France, guitarist and second vocalist Erik Bickerstaffe, drummer Sean Radcliffe and bassist Feisal El-Khazragi. They are signed to SharpTone Records and have released two EPs and three studio albums. Prepare Consume Proceed was released in 2015 and was re-issued in 2016 through SharpTone Records as the label's first release. Read more on Last.fm",725788,36441490
144,Montell Fish,"Montell Frazier (born October 19, 1997), better known by his stage name Montell Fish, is a Pittsburgh musician, singer, songwriter and record producer. After starting his career in 2015 with self-released gospel projects that gained traction on YouTube, 2021’s viral hits “Talk 2 Me” and “Fall in Love With You,” caught the eyes of label Virgin Music who signed Fish the following year. Montell Fish released his debut album ""JAMIE"" in July of 2022 and the album’s lowkey and demo-tape sound quickly gathered popularity. Read more on Last.fm",1195656,37389443
145,Dzihan & Kamien,"The sound of Vienna-based duo dZihan & Kamien (pronounced Jee-hahn and Kammy-en) can easily be compared with downtempo, soulful house sounds of Jazzanova, P'taah, or the Naked Music compilations. The duo hit popularity in 1996 with the single Der Bauch, which went big in European clubs and made appearances on several compilations. Their full-length album Freaks and Icons was released in late 2000.

Vlado dZihan is originally from Sarajevo and grew up in a predominantly musical household. Read more on Last.fm",462655,6092489
146,The Chalkeaters,"According to their Bandcamp biography:

Once the Songwriter, the Performer and the Sound Engineer walked into a bar. That's basically how The Chalkeaters started.

They are the geek music project making songs about gaming industry, TV shows and memes since early 2019. Read more on Last.fm",121971,2169337
147,Whitney Houston,"Whitney Houston (born August 9, 1963, Newark, New Jersey, U.S.—died February 11, 2012, Beverly Hills, California) was an American singer and actress who was one of the best-selling musical performers of the 1980s and ’90s. Her remarkable vocal ability and exceptional emotive power became the standard of excellence by which all other female pop singers were judged in Houston’s lifetime. Indeed, Houston’s talent earned her the apt nickname “the Voice.” Read more on Last.fm",3034972,57764252
148,Kings of Leon,"Kings of Leon is an American rock band formed in Nashville, Tennessee, in 1999. The band is composed of brothers Caleb, Nathan and Jared Followill, and their cousin Matthew Followill. The band's early music was a blend of Southern rock and garage rock with blues influences, but it has evolved throughout the years to include a variety of genres and a more alternative, arena rock sound. Kings of Leon achieved initial success in the United Kingdom with nine Top 40 singles Read more on Last.fm",4939009,257206959
149,Lorde,"Ella Marija Lani Yelich-O'Connor, known professionally as Lorde (born 7 November 1996 in Takapuna, Auckland, New Zealand), is a New Zealand singer-songwriter. Taking inspiration from aristocracy for her stage name, she is known for her unconventional musical styles and introspective songwriting.

Lorde expressed interest in performing at local venues in her early teens. She signed with Universal Music Group (UMG) in 2009 and collaborated with producer Joel Little in 2011 to start recording music. Read more on Last.fm",3461393,384425847
150,Ibrahim Maalouf,"Ibrahim Maalouf (Arabic: ابراهيم معلوف) is a trumpeter who is also a composer and arranger for trumpet. He also teaches trumpet. He was born on November 5, 1980 in Beirut, Lebanon, but now lives in France.
Ibrahim Maalouf is the son of trumpeter Nassim Maalouf and pianist Nada Maalouf, a nephew of the writer Amin Maalouf, and the grandson of journalist, poet and musicologist Rushdi Maalouf. He is currently the only trumpet player in the world to play Arabic music with the trumpet in fourth tones Read more on Last.fm",232848,3646108
151,Oklou,"Marylou Mayniel (born April 23, 1993), better known by her stage name Oklou, is a French producer, vocalist, and composer.
Her popular EP, The Rite of May, was released in March 2018 on NUXXE, a London-based label. Stand-alone single ""Forever"" was released in October 2019, with singles ""SGSY"", ""Toyota"" (featuring Flavien Berger) and ""entertnmnt"" (produced with Mura Masa) following it.
In July 2020, she announced her debut mixtape, Galore, due to be released in September 2020. Read more on Last.fm",428181,20245602
152,Jack Harlow,"Jackman Thomas ""Jack"" Harlow (born March 13, 1998), is an American rapper and songwriter. He is signed to Generation Now and Atlantic Records. He is also the co-founder of his own musical collective, Private Garden. He is best known for his single ""What's Poppin"", which peaked at number 2 on the Billboard Hot 100.

Harlow was born and raised in Louisville. Harlow began rapping at age 12. He and a friend used a Guitar Hero microphone and a laptop to record rhymes and songs. Read more on Last.fm",1726150,71703253
153,Shawn Mendes,"Shawn Peter Raul Mendes is a Canadian singer. He gained a following in 2013, posting song covers on the video-sharing application Vine. The following year, he caught the attention of artist manager Andrew Gertler and Island Records A&R Ziggy Chareton, which led to him signing a deal with the record label. Mendes's self-titled debut EP was released in 2014, followed by his debut studio album Handwritten in 2015. Handwritten debuted atop the US Billboard 200, making Mendes one of five artists ever to debut at number one before the age of 18. Read more on Last.fm",2470411,126641255
154,Little Mix,"Little Mix is a British girl group formed in 2011 during the eighth series of the British version of The X Factor. The group has 3 members: Jade, Perrie, and Leigh-Anne. Originally a four-piece group, Jesy Nelson officially left the group on December 14, 2020, to focus on her solo career.

They were the first group to win the competition, and following their victory, they signed with Simon Cowell's record label Syco Music and released a cover of Damien Rice's ""Cannonball"" as their winner's single. Read more on Last.fm",1702860,106252554
155,Mariah the Scientist,"Mariah Buckles, known professionally as Mariah the Scientist, is an American singer-songwriter. 

Born in Atlanta, Georgia, she graduated high school a year early and attended college in New York City, but later dropped out to pursue music. 

Mariah discovered singing when she joined her elementary school chorus. She began writing songs while attending St. John's University in New York on a biology scholarship, an interest to concentrate on her music career. She released her debut EP, the six-track To Die For, on SoundCloud in January 2018. Read more on Last.fm",421364,13914605
156,Tiwa Savage,"At the age of 16 Tiwa Savage was opportune to sing backup for George Michael. Before this opportunity, she was a member of her high school band, puffing on her trombone near the back of the orchestra. It was at this point that Savage gazed through the rows of musicians and realized that her destiny is to be positioned in the spotlight; singing in front of the orchestra.

A blossoming star, folks about town in London started to take notice and she was soon performing at local talent shows. Read more on Last.fm",192456,2074767
157,Elvis Costello & The Attractions,"Elvis Costello & The Attractions were a critically acclaimed alternative rock / new wave band formed by English musican Elvis Costello in 1977. Producing famous work in the genres of punk and new wave music, it also contained Steve Nieve (ne Nason) on keyboards, Pete Thomas on drums, and Bruce Thomas (no relation) on bass. Costello recorded and toured solidly with them until 1984, when he disbanded them to pursue solo projects. 

Internationally, the band is perhaps best known for popular rock hits such as ""Oliver's Army"" and ""Pump It Up"" Read more on Last.fm",726248,13600010
158,Volbeat,"Volbeat is a heavy metal band from Denmark, founded in 2001. They released their first album, The Strength/the Sound/the Songs, in 2005 and the follow up, Rock the Rebel/Metal the Devil, was released in Denmark on February 19, 2007, and in the rest of Europe on February 26, 2007. In March 2007, it topped the Danish album chart as the best selling album, the first metal album ever to do so.

Volbeat was formed in 2001 after frontman Michael Poulsen split up his former band, Dominus. Read more on Last.fm",947656,54366707
159,DON BROCO,"Don Broco is a British post-hardcore band formed in Bedford, England, in 2008. The band consists of Rob Damiani (lead vocals), Simon Delaney (guitar), Tom Doyle (bass and programming) and Matt Donnelly (drums, lead and backing vocals). The band have released four studio albums, including Priorities (2012), Automatic (2015) and Technology (2018). Their most recent album Amazing Things (2021) was their first to reach No.1 in the UK Album Charts.

The band’s origins go back to before their university years during high school Read more on Last.fm",231132,11296405
160,Yves Tumor,"Yves Tumor is a moniker of an experimental musician Sean Lee Bowie, born in Miami, Florida and currently based in Turin, Italy.

They are known for their unique approach to blending different genres together (ambient, art pop, rock, synth-punk, electronic), creating a psychedelic atmosphere with an add-on of various instruments.
They have put out music under various pseudonyms, like Teams, bekelé berhanu, rajel ali and  shanti (producer name)

To date, they have released five studio albums and one compilation album:  Read more on Last.fm",970533,44325077
161,Flora Martínez,"Flora Martinez (born November 1, 1977) is a Canadian-Colombian film and television actress and singer, best known for her title role in the film Rosario Tijeras; Martinez was nominated for Goya Award for Best Spanish Language Foreign Film in 2005.

Martinez was born in Montreal to a Canadian mother and a Colombian father, and raised in Bogotá and North Vancouver. She began her career in television in Colombia appearing in telenovelas such as Mambo (1994), Maria Bonita (1995), and La Otra Mitad del Sol (1995). Read more on Last.fm",58612,292538
162,Kiefer,"Kiefer is a pianist and producer on Stones Throw Records. He is also a frequent collaborator with others: a constant in Mndsgn's live trio, shared the stage with Moses Sumney and Terrace Martin, and lent production talents to the likes of Kaytranada and Anderson .Paak.  Read more on Last.fm",161007,1768420
163,RUBII,"RUBII is a Birmingham born singer/creative within the UK Alt-RnB scene. RUBII explores different RnB and HipHop genres with signature relaxed vocals creating a chilled but exciting approach. The first RUBII single was released in December 6th, 2019. Read more on Last.fm",302047,3193476
164,grandson,"Grandson is an alternative artist hailing from Toronto, Canada. Born in the small town of Englewood New Jersey, he relocated to the cultural melting pot of Toronto at a young age, and grew up surrounded by music ranging from jazz to rock and roll to rap, dancehall and r&b. He began playing guitar and piano in high school.

At 17, he relocated to Montreal, QC to attend university, and began working in nightclubs cleaning tables and DJing. He started writing music at this time, incorporating the unique blend of sounds he grew up surrounded by. Read more on Last.fm",752669,21744801
165,Durand Jones & The Indications,"Durand Jones & The Indications is an American contemporary R&B and soul group founded by the core songwriting trio of singer Durand Jones, singer/drummer Aaron Frazer, and guitarist Blake Rhein. Formed in 2012, the band came to prominence as part of the soul revivalist movement around the time of the reissue of their debut album in 2018. Their second album American Love Call was released in March 2019, followed by Private Space in July 2021.

“My grandma always heard me singing at home Read more on Last.fm",553422,7599100
166,G-Eazy,"Gerald Earl Gillum (born May 24, 1989 in Oakland, CA) better known by his stage name G-Eazy, is an American rapper and record producer. His first major-label album, These Things Happen, was released on June 23, 2014. The album peaked at number 3 on the US Billboard 200. His second studio album, When It's Dark Out, was released on December 4, 2015. It featured the single ""Me, Myself & I"", which reached the top 10 of the US Billboard Hot 100. His third album Read more on Last.fm",1880637,50367429
167,The Plot In You,"The Plot in You is an American metalcore band formed in 2010 in Hancock County, Ohio. Originally a side project of former Before Their Eyes member Landon Tewers, the group is composed of Tewers, guitarist Josh Childress, bassist Ethan Yoder and drummer Michael Cooper.

The Plot in You have released three EPs and five studio albums. Their debut EP Wife Beater was released in 2010, followed by their first studio album First Born in 2011, and second studio album Could You Watch Your Children Burn in 2013. Read more on Last.fm",383822,17367344
168,Tom Grennan,"Tom Grennan (born in Bedford) is a British singer-songwriter currently based in London.

Grennan was born in Bedford. His father is a builder, and his mother was a teacher. He is of Irish/English origin and a big fan of football and particularly Manchester United. He played football at a young age for the Bedford Park Tigers. He attended St Thomas More Catholic School. His younger brother is an aspiring boxer.

At 18, he was mugged by a group of Read more on Last.fm",365043,5770125
169,twocolors,"twocolors is Pierro and Emil, a German DJ/producer-duo who formed the group in 2015.  Both Pierro and Emil were born and raised in Berlin.  Their major-label debut,""Lovefool"" (a cover/rework of the the song by ""The Cardigans"", surpassed 210 million Spotify streams upon it's release.  They have since released several other tracks which have seen similar success. Read more on Last.fm",276489,2900401
170,Benson Boone,"Benson Boone (born Benson James Boone in Monroe, Washington, on June 25th 2002)  is an American singer-songwriter, multi-instrumentalist and social media star with millions of followers on TikTok. He participated on the 19th Season of US TV show American Idol and made it to Hollywood Week but decided to leave the show. His debut single, Ghost Town, was released on 15 October 2021 by Street/Warner Records. 

Boone is known for his intimate and confessional pop songs, which quickly win over audiences. Read more on Last.fm",1278203,36038536
171,Thomas Dutronc,"Thomas Dutronc is a French jazz singer and the son of famous 60's French singers Françoise Hardy and Jacques Dutronc. 

His first album, Comme un manouche sans guitare, was released in October 2007.

He is very passionate about Django Reinhardt and Gypsy jazz (Jazz manouche in French), which we can hear on his first solo cd. Read more on Last.fm",108468,935382
172,Maggie Lindemann,"Margaret Elizabeth ""Maggie"" Lindemann (born July 21, 1998) is an American singer and songwriter based in Los Angeles. After quickly gaining a massive following on social media, she became well known for her song ""Knocking on Your Heart"". Her 2016 debut single ""Pretty Girl"" peaked at number 4 in Sweden, number 9 in Norway, and at number 21 in the UK.

Following the song, Lindemann transitioned her music into pop punk and alternative rock genres with the release of her debut EP, Paranoia (2021). Read more on Last.fm",711017,22679700
173,GoGo Penguin,"GoGo Penguin is a British jazz band from Manchester, UK, featuring pianist Chris Illingworth, bassist Nick Blacka, and drummer Rob Turner.

The band is an exhilarating live act, drawing on a heady brew of influences from Aphex Twin to Brian Eno, Debussy to Shostakovich and Massive Attack to EST. The band's music features break-beats, minimalist piano melodies, powerful basslines, drums inspired from electronica and anthemic riffs. They compose and perform as a unit. Read more on Last.fm",243953,5966216
174,The Sorcerers,"Taking influences from Ethiopiques ethiojazz as well as the soundtracks to the European horror films of the 60s and 70s, The Sorcerers seamlessly blend these disparate elements into one cohesive package. Based in ATA Records' home of Leeds, The Sorcerers are made up of the cream of the city's jazz and world scene. Forming the backbone of the ATA Records house band they incorporate bass clarinets, flutes, and vibraphone alongside bass, guitar organ and drums, providing Ellingtonian textures on top of a solid rhythmic foundation.  Read more on Last.fm",61531,420804
175,Conor Albert,Read more on Last.fm,97016,685652
176,Bladverk Band,Read more on Last.fm,121631,633590
177,Fievel Is Glauque,"Fievel Is Glauque primarily consists of multi-instrumentalist  Zach Phillips and singer Ma Clément, but on stage they expand to become a massive band of revolving players. Their kaleidoscopic debut album God’s Trashmen Sent To Right The Mess weaves together recordings from roughly 30 musicians in five separate bands over 20 songs blending jazz-fusion, pop, lounge, and soul, but all of it fits together to create a single joyful vision.

As a songwriter Read more on Last.fm",293330,4714744
178,Keanan Field Group,"No information is given about this artist on the web. The name might be just one of several psuedonyms by a music producer at a label. It could also be because the musicians remain anonymous via the label who distributes the music. This is usually done to save money in royalties, and drive down costs for the streaming service. Spotify has denied that they ""create fake artists"".

You can read more about these artists here:
Musicbusinessworldwide.com
Digitalmusicnews.com
Theguardian.com Read more on Last.fm",80972,268827
179,Caskets,"Caskets, formed in 2018 under the name Captives, are a British post-hardcore band from Leeds, England.

The band was founded by bassist Christopher McIntosh, who played rhythm guitar at the time, Benji Wilson (lead guitar) and bassist Lee Horner, who together left their previous project Faultlines to pursue new projects. The band was completed with James Lazenby (drums) and Matthew Flood (vocals). Flood had previously played guitar and sang in the pop punk band Silhouettes. Read more on Last.fm",252254,7534349
180,Ne-Yo,"Shaffer Chimere Smith (born on October 18, 1979 in Camden, Arkansas), better known by his stage name Ne-Yo, is a Grammy Award winning American R&B singer, producer and actor currently signed to Def Jam Records. In 2006 he released his debut album In My Own Words, which featured the hit single So Sick. The song reached #1 on the Billboard Hot 100 and helped his album debut at #1 on the Billboard 200. He has since released 2007's Grammy award winning Because of You and 2008's Year of the Gentleman Read more on Last.fm",3148328,58110799
181,Hara Noda,"Ted Gioia writes, ""Hara Noda seems to be a real person, working as a producer and drummer in Sweden—which, by pure coincidence, is the same place where Spotify has its headquarters. "" https://tedgioia.substack.com/p/the-fake-artists-problem-is-much Read more on Last.fm",166919,950863
182,EKKSTACY,"EKKSTACY is Canadian singer-songwriter Khyree Zienty (born 2002) from Vancouver, BC. He describes his current sound as a fuse of indie, post punk, and synth wave. 

Ekkstacy began creating music during high school, taking influence from film, and artists including Elliott Smith, The Drums, Bon Iver, and Bedroom. His music primarily involved youtube beats, in which he sang over. He released his debut EP Negative in November 2021, with the single ""I Walk This Earth All by Myself"" becoming what is considered to be his most popular song. Read more on Last.fm",805446,16537755
183,Olivia Rodrigo,"Olivia Isabel Rodrigo (born February 20, 2003) is an American singer, songwriter, and actress. She gained recognition with her lead roles on the Disney television programs Bizaardvark and High School Musical: The Musical: The Series. After signing with Geffen and Interscope Records, Rodrigo released her debut single ""drivers license"" in 2021, which broke various records and became one of the best-selling songs of the year, propelling her to mainstream fame. She followed it up with the singles ""deja vu"" and ""good 4 u"". Read more on Last.fm",2806165,488320707
184,Poppy,"Moriah Rose Pereira, known professionally as Poppy (or Moriah Poppy, That Poppy), is an American singer, songwriter, actress and model. In early 2014, Poppy signed to Island Records. Over a year later, her debut single ''Everybody Wants to Be Poppy'' was released and in early 2016, she released her debut extended play, Bubblebath.

In late 2016, Poppy became the face of Sanrio's ""Hello Sanrio"" collection. In the summer of 2017, she signed to Mad Decent, and in October released her first studio album, Poppy. Read more on Last.fm",988906,61185720
185,Emotional Oranges,"Emotional Oranges is an American R&B/pop duo from Los Angeles, California. The group formed in 2017 in Los Angeles, California when A, an audio engineer for Drake and V, a vocal coach for Adele met at a bat mitzvah in 2017.

The group's members use pseudonyms and not their real names, ""A"" explains that:
""In all honesty, I came from a genuine place of like wanting to live a normal life. I have a girlfriend, our singer I actually met through my best friend, they were dating at the time. Read more on Last.fm",445818,9212753
186,Falling In Reverse,"Falling in Reverse is an American rock band based in Las Vegas, Nevada and formed in 2008, signed to Epitaph Records. The band is led currently by vocalist Ronnie Radke alongside guitarists Christian Thompson and Marc Okubo, bassist Daniel ""DL"" Laskiewicz and drummer Luke Holland.

In 2008, lead singer Ronnie Radke was involved in an altercation in Las Vegas that resulted in the fatal shooting of 18-year-old Michael Cook. While Radke did not shoot Cook, he was indicted on battery charges. Read more on Last.fm",1220972,59494340
187,Jesus Molina,"Colombian Jazz Pianist, Singer & Saxophonist was born in Sincelejo, Colombia in 1996. Molina started playing saxophone at the age of 12 and three years later, at the age of 15, he decided to change instrument and only focus on piano.

In 2016, Molina received the prestigous Latin Grammy Cultural Foundation®️ awards the Juan Luis Guerra Scholarship which included a music education at renowned Berklee College of Music with all expenses paid. Today Read more on Last.fm",84916,597051
188,Nubya Garcia,"Nubya Nyasha Garcia (born 1991) is a British jazz musician, saxophonist, composer and bandleader.

Garcia was born in 1991 in Camden Town, London to a Guyanese mother, a former civil servant, and a British Trinidadian filmmaker father, the youngest of four siblings. Her uncle is John R. Rickford, who is the J. E. Wallace Sterling Professor of Linguistics and the Humanities at Stanford University.

Garcia followed her three older siblings to the local Saturday music center at the age of 5 Read more on Last.fm",134402,1327192
189,Alesso,"Alessandro Renato Rodolfo Lindblad, professionally known as Alesso, is a Swedish DJ and record producer.

He has performed at numerous music festivals, including Coachella, Electric Daisy Carnival, Creamfields and Tomorrowland. In 2012, MTV named Alesso one of the ""EDM Rookies to Watch"".

He was ranked 13th on DJ Magazine's 2015 list of the top 100 DJs and number 20th in year 2016 on DJ Magazine among the list of Top 100 DJs in the world. His debut full-length album Forever was released on May 22, 2015 by Def Jam Recordings. Read more on Last.fm",1347388,21734388
190,Lovejoy,"There are multiple artists called Lovejoy:

1. Lovejoy are an indie rock band formed in Brighton, England. The band consists of William Gold (also known as Wilbur Soot) as lead vocalist and rhythm guitarist, Joe Goldsmith as lead guitarist, Mark Boardman as drummer, and Ash Kabosu as bassist, with all four also sharing in songwriting. The band was originally named ""Hang the DJ"", later being changed to ""Lovejoy"", after Benedict Lovejoy, a friend of the band. Read more on Last.fm",539492,45816953
191,Angus Grove,Read more on Last.fm,25196,134762
192,Lovely Peaches,"Lovely Peaches, whose real name is Brittany Johnson, is a controversial social media personality known for her provocative content and turbulent personal life. Born on January 4, 2001, in the United States, Peaches rose to fame primarily through platforms like TikTok, Instagram, and YouTube.

Peaches gained attention for her bold and often shocking antics on social media, which include explicit content, controversial statements, and erratic behavior. Read more on Last.fm",57497,657629
193,Billy Idol,"William Michael Albert Broad, known professionally as Billy Idol, is a British singer, songwriter, musician and actor. He also holds United States citizenship. He first achieved fame in the 1970s emerging from the London punk rock scene as the lead singer of the group Generation X. Subsequently, he embarked on a solo career which led to international recognition and made Idol a lead artist during the MTV-driven ""Second British Invasion"" in the US. The name ""Billy Idol"" was inspired by a schoolteacher's description of him as ""idle"". Read more on Last.fm",2740898,49190606
194,GIVĒON,"Giveon Dezmann Evans (born February 21, 1995), known mononymously as Giveon, is an American singer and songwriter. He is best known for his feature on Drake's single ""Chicago Freestyle"", which peaked at number 14 on the Billboard Hot 100. Read more on Last.fm",489760,11735047
195,Kahil El'Zabar,"Kahil El'Zabar is a contemporary Chicago area jazz percussionist.  He is a longtime member and former president of Chicago's Association for the Advancement of Creative Musicians, and collaborates with many musicians from that music collective.  He is a founding member of Kahil El'Zabar's Ritual Trio comprising him and Ari Brown (sax) and Malachi Favors (bs), and the Ethnic Heritage Ensemble alternately with Ernest Dawkins and Ed Wilkerson, Jr..  Read more on Last.fm",31909,106366
196,Doja Cat,"Amala Ratna Zandile Dlamini (born October 21, 1995), known professionally as Doja Cat, is an American rapper, singer, songwriter, and record producer. She was born and raised in Los Angeles, California, and began releasing music on SoundCloud as a teenager. Her song ""So High"" attracted the attention of Kemosabe and RCA Records, leading to a recording contract and the release of her debut extended play, ""Purrr!"", in 2014.

Following a break from releasing new material and the limited commercial impact of her debut studio album ""Amala"" in 2018 Read more on Last.fm",3253160,390978843
197,Dreamer Isioma,"Dreamer Isioma (they/he) is a Nigerian-American singer-songwriter, guitarist and multiple-genre artist based in Chicago. After Isioma's breakout song ""Sensitive"" went viral on TikTok in 2020, they released a debut album titled Goodnight Dreamer in 2022. His second album, Princess Forever, was released in 2023 by AWAL. Isioma’s third album, StarX Lover, is due for release in Spring 2025. Read more on Last.fm",554551,7446831
198,James Vickery,"South London soul singer James Vickery started out in the early 2010s as a folksy singer/songwriter, accompanying himself on acoustic guitar and singing soul-inflected tunes. His early career consisted of participating in various television musical competition shows, including The X Factor and Open Mic UK. Successful performances on these shows brought Vickery new connections, including collaborative work with guitarist Phil Braithwaite and vocalist Lance Ellington. Read more on Last.fm",160220,1236840
199,Matt Carmichael,Read more on Last.fm,20914,78503
200,Kay Lohman,Read more on Last.fm,16201,76748
201,Admas,"Admas were an Ethiopian-American jazz group from Washington, DC. They released their only studio album Sons of Ethiopia in 1984, and it was reissued in 2020 to critical acclaim. Read more on Last.fm",49038,251488
202,Guns N' Roses,"Guns N' Roses is an American hard rock band founded in Los Angeles, California in 1985. 

The band has released six studio albums: Appetite For Destruction in 1987, G N' R Lies in 1988, Use Your Illusion I and Use Your Illusion II in 1991, ""The Spaghetti Incident?"" in 1993 and, after 15 years and with frontman Axl Rose and keyboardist Dizzy Reed being the only members left from the previous lineup, Chinese Democracy in 2008. They also released three EP's in 1986, 1988, and 1993 and two live albums, in 1999 and 2014. Read more on Last.fm",4925128,190362956
203,hard life,"Hard Life (formerly known as Easy Life) is an indie pop/funk band hailing from Leicester, United Kingdom. The band was formed in 2017 by frontman Murray Matravers, together with bassist, saxophonist, singer and school friend Sam Hewitt. Also in their ranks are Afrobeat-influenced drummer Olly Cassidy, guitarist Lewis Berry and Jordan Birtles, on percussion, keys and backing vocals.

They released their debut single “Pockets” on November 22, 2017 through Chess Club Records. Read more on Last.fm",114061,2142470
204,The Fearless Flyers,"The Fearless Flyers are a quartet of some of the United States' grooviest virtuosos including Joe Dart on bass, Nate Smith on drums, and Cory Wong and Mark Lettieri on guitars. Most of the group are members of Jack Stratton's funk band Vulfpeck, excluding Lettieri, who plays for the Grammy- winning jazz fusion ensemble Snarky Puppy.  Each member brings stellar performances to The Fearless Flyers' original compositions, creating short, layered and approachable funk songs.  Read more on Last.fm",185943,2822640
